organization,abbreviation,type,domain,scope,hq_country,founded,url,pep_url,pep_label
Organisation for the Harmonisation of Business Law in Africa,OHADA,Treaty IGO,Justice & law,Regional,Cameroon,1993,https://www.ohada.org,https://www.ohada.org/en/institutions-officials/,Institutions' Officials
Organisation for the Harmonisation of Business Law in Africa,OHADA,Treaty IGO,Justice & law,Regional,Cameroon,1993,https://www.ohada.org,https://www.ohada.org/en/ohadas-organization/,OHADA's Organization
Organisation for the Harmonisation of Business Law in Africa,OHADA,Treaty IGO,Justice & law,Regional,Cameroon,1993,https://www.ohada.org,https://www.ohada.org/en/permanent-secretariat-in-a-nutshell/,Permanent Secretariat
Police Community of the Americas,AMERIPOL,Treaty IGO,Justice & law,Regional,Colombia,2007,https://www.ameripol.org,https://ameripol.org/presidencia/,Presidency
Police Community of the Americas,AMERIPOL,Treaty IGO,Justice & law,Regional,Colombia,2007,https://www.ameripol.org,https://ameripol.org/secretaria-ejecutiva/,Executive Secretariat
Police Community of the Americas,AMERIPOL,Treaty IGO,Justice & law,Regional,Colombia,2007,https://www.ameripol.org,https://ameripol.org/organigrama/,Org chart
Arab Labour Organization,ALO,Treaty IGO,Labour,Regional,Egypt,1965,https://www.alolabor.org,,
International Organization for Migration,IOM,Treaty IGO,Migration,Global,Switzerland,1951,https://www.iom.int,https://www.iom.int/iom-leadership-team,Leadership Team
International Organization for Migration,IOM,Treaty IGO,Migration,Global,Switzerland,1951,https://www.iom.int,https://www.iom.int/iom-director-general,Director General
International Organization for Migration,IOM,Treaty IGO,Migration,Global,Switzerland,1951,https://www.iom.int,https://www.iom.int/organizational-structure,Organizational structure
Schengen Area,Schengen,Treaty IGO,Migration,Regional,Luxembourg,1985,https://home-affairs.ec.europa.eu/policies/schengen-borders-and-visa/schengen-area_en,https://home-affairs.ec.europa.eu/policies/schengen/schengen-area/schengen-governance_en,Schengen Governance
Coordinating Committee of Geoscience Programmes in East and Southeast Asia,CCOP,Treaty IGO,Science & culture,Regional,Thailand,1966,https://www.ccop.asia,https://www.ccop.asia/about-history-steetingcommittee,Steering Committee
Coordinating Committee of Geoscience Programmes in East and Southeast Asia,CCOP,Treaty IGO,Science & culture,Regional,Thailand,1966,https://www.ccop.asia,https://ccop.asia/about-organization,Organization
European Molecular Biology Laboratory,EMBL,Treaty IGO,Science & culture,Regional,Germany,1974,https://www.embl.org,https://www.embl.org/governance/,Governance
European Molecular Biology Laboratory,EMBL,Treaty IGO,Science & culture,Regional,Germany,1974,https://www.embl.org,https://www.embl.org/governance/directorate/,Directorate
European Molecular Biology Laboratory,EMBL,Treaty IGO,Science & culture,Regional,Germany,1974,https://www.embl.org,https://www.embl.org/governance/embl-council/,EMBL Council
European Organisation for the Exploitation of Meteorological Satellites,EUMETSAT,Treaty IGO,Science & culture,Regional,Germany,1986,https://www.eumetsat.int,https://www.eumetsat.int/who-we-are/management,Management
European Organisation for the Exploitation of Meteorological Satellites,EUMETSAT,Treaty IGO,Science & culture,Regional,Germany,1986,https://www.eumetsat.int,https://www.eumetsat.int/who-we-are/governance,Governance
European Organization for Nuclear Research,CERN,Treaty IGO,Science & culture,Regional,Switzerland,1954,https://www.cern.ch,https://home.web.cern.ch/about/who-we-are/our-governance,Our Governance
European Organization for Nuclear Research,CERN,Treaty IGO,Science & culture,Regional,Switzerland,1954,https://www.cern.ch,https://council.web.cern.ch/en,CERN Council
European Southern Observatory,ESO,Treaty IGO,Science & culture,Regional,Germany,1962,https://www.eso.org,https://www.eso.org/public/about-eso/committees.html,Governing Bodies
European Southern Observatory,ESO,Treaty IGO,Science & culture,Regional,Germany,1962,https://www.eso.org,https://www.eso.org/public/about-eso/organisation/,Organisational Structure
European Southern Observatory,ESO,Treaty IGO,Science & culture,Regional,Germany,1962,https://www.eso.org,https://www.hq.eso.org/public/about-eso/dg-office/,Director General
European Space Agency,ESA,Treaty IGO,Science & culture,Regional,France,1975,https://www.esa.int,https://www.esa.int/About_Us/Corporate_news/ESA_top_management,ESA top management
European Space Agency,ESA,Treaty IGO,Science & culture,Regional,France,1975,https://www.esa.int,https://www.esa.int/About_Us/Law_at_ESA/ESA_s_organs_and_functioning,Organs and functioning
European Space Agency,ESA,Treaty IGO,Science & culture,Regional,France,1975,https://www.esa.int,https://www.esa.int/About_Us/Corporate_news/Josef_Aschbacher_ESA_Director_General,Director General
International Hydrographic Organization,IHO,Treaty IGO,Science & culture,Global,Monaco,1921,https://iho.int,https://iho.int/en/iho-secretariat,Secretariat staff
International Hydrographic Organization,IHO,Treaty IGO,Science & culture,Global,Monaco,1921,https://iho.int,https://iho.int/en/iho-council,IHO Council
Organisation internationale de la Francophonie,OIF,Treaty IGO,Science & culture,Global,France,1970,https://www.francophonie.org,https://www.francophonie.org/la-secretaire-generale-de-la-francophonie-83,Secretary-General
Pacific Community,SPC,Treaty IGO,Science & culture,Regional,New Caledonia,1947,https://www.spc.int,https://www.spc.int/about-us/executive-management,Executive Management
Pacific Community,SPC,Treaty IGO,Science & culture,Regional,New Caledonia,1947,https://www.spc.int,https://www.spc.int/about-us/governance,Governance
Pacific Community,SPC,Treaty IGO,Science & culture,Regional,New Caledonia,1947,https://www.spc.int,https://www.spc.int/about-us/director-general,Director-General
Pan American Institute of Geography and History,PAIGH,Treaty IGO,Science & culture,Regional,Mexico,1928,https://www.ipgh.org,https://www.ipgh.org/en/?page_id=424,General Secretariat
Standing Committee for Scientific and Technological Cooperation,COMSTECH,Treaty IGO,Science & culture,Regional,Pakistan,1981,https://comstech.org,https://comstech.org/our-team-list/,COMSTECH Team
Standing Committee for Scientific and Technological Cooperation,COMSTECH,Treaty IGO,Science & culture,Regional,Pakistan,1981,https://comstech.org,https://comstech.org/comstech-secretariat/,COMSTECH Secretariat
Standing Committee for Scientific and Technological Cooperation,COMSTECH,Treaty IGO,Science & culture,Regional,Pakistan,1981,https://comstech.org,https://www.comstech.org/comstech-executive-committee/,Executive Committee
Alliance of Sahel States,AES,Treaty IGO,Security & defense,Sub-regional,Mali,2023,?,,
Conference on Interaction and Confidence-Building Measures in Asia,CICA,Treaty IGO,Security & defense,Regional,Kazakhstan,1992,https://www.s-cica.org,https://www.s-cica.org/index.php?view=page&t=profile,Secretariat profile
Council of Arab Interior Ministers,CAIM,Treaty IGO,Security & defense,Regional,Tunisia,1982,https://www.aimc.org.tn,,
G5 Sahel,G5S,Treaty IGO,Security & defense,Sub-regional,Mauritania,2014,https://www.g5sahel.org,https://www.g5sahel.org/index.php/qui-sommes-nous/le-g5-sahel,Executive Secretariat
Naif Arab University for Security Sciences,NAUSS,Treaty IGO,Security & defense,Regional,Saudi Arabia,1978,https://nauss.edu.sa,https://nauss.edu.sa/en/about-nauss/council/Pages/members.aspx,Supreme Council members
Naif Arab University for Security Sciences,NAUSS,Treaty IGO,Security & defense,Regional,Saudi Arabia,1978,https://nauss.edu.sa,https://nauss.edu.sa/en-us/about-nauss/Pages/university-leaders/-abdulmajeed-al-bunyan-aspx.aspx,University President
Organisation Conjointe de Coopération en matière d'Armement,OCCAR,Treaty IGO,Security & defense,Regional,Germany,2001,https://www.occar.int,https://occar.int/about-us/organisation,Organisation governing bodies
Organization for Security and Co-operation in Europe,OSCE,Treaty IGO,Security & defense,Regional,Austria,1975,https://www.osce.org,https://www.osce.org/leadership,Leadership
Organization for Security and Co-operation in Europe,OSCE,Treaty IGO,Security & defense,Regional,Austria,1975,https://www.osce.org,https://www.osce.org/secretariat/office-secretary-general,Office of Secretary General
Organization for Security and Co-operation in Europe,OSCE,Treaty IGO,Security & defense,Regional,Austria,1975,https://www.osce.org,https://www.osce.org/organizational-structure,Organizational structure
Regional Security System,RSS,Treaty IGO,Security & defense,Sub-regional,Barbados,1982,https://www.rss.org.bb,https://www.rss.org.bb/about/our-directors,Our Directors
Shanghai Cooperation Organisation,SCO,Treaty IGO,Security & defense,Regional,China,2001,http://eng.sectsco.org,https://eng.sectsco.org/secretariat/,Secretariat
"Arab Industrial Development, Standardization and Mining Organization",AIDSMO,Treaty IGO,Standards & tech,Regional,Morocco,1990,https://www.aidsmo.org,,
European Patent Office,EPO,Treaty IGO,Standards & tech,Regional,Germany,1977,https://www.epo.org,,
International Bureau of Weights and Measures,BIPM,Treaty IGO,Standards & tech,Global,France,1875,https://www.bipm.org,https://www.bipm.org/en/governance,Governance
International Bureau of Weights and Measures,BIPM,Treaty IGO,Standards & tech,Global,France,1875,https://www.bipm.org,https://www.bipm.org/en/committees/ci/cipm,CIPM committee
International Organization of Legal Metrology,OIML,Treaty IGO,Standards & tech,Global,France,1955,https://www.oiml.org,https://www.oiml.org/en/structure/ciml,CIML committee
International Organization of Legal Metrology,OIML,Treaty IGO,Standards & tech,Global,France,1955,https://www.oiml.org,https://www.oiml.org/en/structure/biml/biml,BIML directorate
"Statistical, Economic and Social Research and Training Centre for Islamic Countries",SESRIC,Treaty IGO,Standards & tech,Regional,Turkey,1978,https://www.sesric.org,,
Asia-Pacific Telecommunity,APT,Treaty IGO,Telecom & postal,Regional,Thailand,1979,https://www.apt.int,https://apt.int/secretariat,Secretariat
Union of OIC News Agencies,UNA,Treaty IGO,Telecom & postal,Regional,Saudi Arabia,1972,https://una-oic.org,https://una-oic.org/en/una/managers/,Directors General
African Continental Free Trade Area Secretariat,AfCFTA,Treaty IGO,Trade & economy,Regional,Ghana,2018,https://au-afcfta.org,https://au-afcfta.org/secretary-general/,Secretary-General
Andean Community,CAN,Treaty IGO,Trade & economy,Sub-regional,Peru,1969,https://www.comunidadandina.org,https://www.comunidadandina.org/quienes-somos/secretaria-general-de-la-comunidad-andina/,Secretaria General
Arab Trade Financing Program,ATFP,Treaty IGO,Trade & economy,Regional,United Arab Emirates,1989,https://www.atfp.org.ae,,
ASEAN Free Trade Area,AFTA,Treaty IGO,Trade & economy,Sub-regional,Indonesia,1992,https://asean.org,https://asean.org/what-we-do/secretary-general-of-asean/,Secretary-General
ASEAN Free Trade Area,AFTA,Treaty IGO,Trade & economy,Sub-regional,Indonesia,1992,https://asean.org,https://asean.org/the-asean-secretariat-basic-mandate-functions-and-composition/organizational-structure-of-the-asean-secretariat-2/,Secretariat structure
Asia-Pacific Economic Cooperation,APEC,Treaty IGO,Trade & economy,Regional,Singapore,1989,https://www.apec.org,https://www.apec.org/who-we-are/apec-secretariat/leadership,Leadership
Asia-Pacific Economic Cooperation,APEC,Treaty IGO,Trade & economy,Regional,Singapore,1989,https://www.apec.org,https://www.apec.org/about-us/apec-secretariat,APEC Secretariat
Asia-Pacific Economic Cooperation,APEC,Treaty IGO,Trade & economy,Regional,Singapore,1989,https://www.apec.org,https://www.apec.org/contactus/apecsecretariat,Secretariat staff
Asian Productivity Organization,APO,Treaty IGO,Trade & economy,Regional,Japan,1961,https://www.apo-tokyo.org,https://www.apo-tokyo.org/secretary_general/,Secretary-General
Asian Productivity Organization,APO,Treaty IGO,Trade & economy,Regional,Japan,1961,https://www.apo-tokyo.org,https://www.apo-tokyo.org/organization/,Organization
Bay of Bengal Initiative for Multi-Sectoral Technical and Economic Cooperation,BIMSTEC,Treaty IGO,Trade & economy,Sub-regional,Bangladesh,1997,https://bimstec.org,https://bimstec.org/secretary-general,Secretary General
Bay of Bengal Initiative for Multi-Sectoral Technical and Economic Cooperation,BIMSTEC,Treaty IGO,Trade & economy,Sub-regional,Bangladesh,1997,https://bimstec.org,https://bimstec.org/secretariat,Secretariat
Bay of Bengal Initiative for Multi-Sectoral Technical and Economic Cooperation,BIMSTEC,Treaty IGO,Trade & economy,Sub-regional,Bangladesh,1997,https://bimstec.org,https://bimstec.org/divisions,Divisions
Benelux Union,Benelux,Treaty IGO,Trade & economy,Sub-regional,Belgium,1958,https://www.benelux.int,https://www.benelux.int/en/information-for-citizens/benelux-union/our-organisation/college-2/,College
Benelux Union,Benelux,Treaty IGO,Trade & economy,Sub-regional,Belgium,1958,https://www.benelux.int,https://www.benelux.int/en/information-for-citizens/benelux-union/our-organisation/secretariat-general/,Secretariat-General
Benelux Union,Benelux,Treaty IGO,Trade & economy,Sub-regional,Belgium,1958,https://www.benelux.int,https://www.benelux.int/en/contact-en/whos-who-at-the-general-secretariat-of-the-benelux-union/,Who's who
Bureau International des Expositions,BIE,Treaty IGO,Trade & economy,Global,France,1928,https://www.bie-paris.org,https://www.bie-paris.org/site/en/how-we-work/committee-members,Committee Members
Bureau International des Expositions,BIE,Treaty IGO,Trade & economy,Global,France,1928,https://www.bie-paris.org,https://www.bie-paris.org/site/en/how-we-work,How we work
Caribbean Forum,CARIFORUM,Treaty IGO,Trade & economy,Regional,Guyana,1992,https://caricom.org,https://caricom.org/executive-management/,Executive Management
Caribbean Forum,CARIFORUM,Treaty IGO,Trade & economy,Regional,Guyana,1992,https://caricom.org,https://caricom.org/secretaries-general/,Secretaries-General
Caribbean Forum,CARIFORUM,Treaty IGO,Trade & economy,Regional,Guyana,1992,https://caricom.org,https://caricom.org/caricom-secretariat/,CARICOM Secretariat
Common Fund for Commodities,CFC,Treaty IGO,Trade & economy,Global,Netherlands,1989,https://www.common-fund.org,https://www.common-fund.org/about-us/governing_bodies,Governing Bodies
Common Fund for Commodities,CFC,Treaty IGO,Trade & economy,Global,Netherlands,1989,https://www.common-fund.org,https://www.common-fund.org/about-us/managing-director,Managing Director
Common Fund for Commodities,CFC,Treaty IGO,Trade & economy,Global,Netherlands,1989,https://www.common-fund.org,https://www.common-fund.org/secretariat,Secretariat
Common Market for Eastern and Southern Africa,COMESA,Treaty IGO,Trade & economy,Sub-regional,Zambia,1994,https://www.comesa.int,https://www.comesa.int/executive-office-of-the-secretary-general/,Secretary General office
Common Market for Eastern and Southern Africa,COMESA,Treaty IGO,Trade & economy,Sub-regional,Zambia,1994,https://www.comesa.int,https://www.comesa.int/secretariat/,Secretariat
Common Market for Eastern and Southern Africa,COMESA,Treaty IGO,Trade & economy,Sub-regional,Zambia,1994,https://www.comesa.int,https://www.comesa.int/the-comesa-authority/,COMESA Authority
Council of Arab Economic Unity,CAEU,Treaty IGO,Trade & economy,Regional,Egypt,1957,https://www.caeu.org.eg,,
D-8 Organization for Economic Cooperation,D-8,Treaty IGO,Trade & economy,Regional,Turkey,1997,https://developing8.org,https://developing8.org/about-d-8/organizational-structure/,Organizational Structure
D-8 Organization for Economic Cooperation,D-8,Treaty IGO,Trade & economy,Regional,Turkey,1997,https://developing8.org,http://developing8.org/secretary-general/,Secretary General
D-8 Organization for Economic Cooperation,D-8,Treaty IGO,Trade & economy,Regional,Turkey,1997,https://developing8.org,https://developing8.org/secretary-generals-biography/,Secretary-General biography
Economic Cooperation Organization,ECO,Treaty IGO,Trade & economy,Regional,Iran,1985,https://www.eco.int,https://eco.int/secretary-general/,Secretary General
Economic Cooperation Organization,ECO,Treaty IGO,Trade & economy,Regional,Iran,1985,https://www.eco.int,https://eco.int/elementor-6936/,Directorates and Sections
European Economic Area,EEA,Treaty IGO,Trade & economy,Regional,Belgium,1994,https://www.efta.int/eea,https://www.efta.int/eea-relations-eu/eea-institutions-two-pillar-structure/standing-committee-efta-states,Standing Committee
European Economic Area,EEA,Treaty IGO,Trade & economy,Regional,Belgium,1994,https://www.efta.int/eea,https://www.efta.int/eea-relations-eu/eea-institutions-two-pillar-structure/eea-joint-committee,EEA Joint Committee
European Free Trade Association,EFTA,Treaty IGO,Trade & economy,Regional,Switzerland,1960,https://www.efta.int,https://www.efta.int/about-efta/managing-efta-secretariat-745,EFTA Secretariat management
European Free Trade Association,EFTA,Treaty IGO,Trade & economy,Regional,Switzerland,1960,https://www.efta.int,https://www.efta.int/about-efta/efta-secretariat/staff-directory,Staff Directory
European Free Trade Association,EFTA,Treaty IGO,Trade & economy,Regional,Switzerland,1960,https://www.efta.int,https://www.efta.int/about-efta/efta-council,EFTA Council
Greater Arab Free Trade Area,GAFTA,Treaty IGO,Trade & economy,Regional,Egypt,1997,https://www.caeu.org.eg,,
Indian Ocean Rim Association,IORA,Treaty IGO,Trade & economy,Regional,Mauritius,1997,https://www.iora.int,https://www.iora.int/secretary-general,Secretary-General
Indian Ocean Rim Association,IORA,Treaty IGO,Trade & economy,Regional,Mauritius,1997,https://www.iora.int,https://www.iora.int/iora-secretarial-staff,Secretariat staff
Indian Ocean Rim Association,IORA,Treaty IGO,Trade & economy,Regional,Mauritius,1997,https://www.iora.int,https://www.iora.int/directorates,Directorates
International Copper Study Group,ICSG,Treaty IGO,Trade & economy,Global,Portugal,1992,https://icsg.org,https://icsg.org/secretariat/,Secretariat staff
International Lead and Zinc Study Group,ILZSG,Treaty IGO,Trade & economy,Global,Portugal,1959,https://www.ilzsg.org,https://www.ilzsg.org/secretariat/,Secretariat staff
International Nickel Study Group,INSG,Treaty IGO,Trade & economy,Global,Portugal,1990,https://insg.org,https://insg.org/index.php/organization/the-study-group/,The Study Group
International Rubber Study Group,IRSG,Treaty IGO,Trade & economy,Global,Singapore,1944,https://www.rubberstudy.org,https://www.rubberstudy.org/irsg-secretariat,IRSG Secretariat
International Tropical Timber Organization,ITTO,Treaty IGO,Trade & economy,Global,Japan,1986,https://www.itto.int,https://www.itto.int/about_itto/staff/,Executive Director & Secretariat
Latin American and Caribbean Economic System,SELA,Treaty IGO,Trade & economy,Regional,Venezuela,1975,https://www.sela.org,https://www.sela.org/embajador-lesly-david-inicia-funciones-como-nuevo-secretario-permanente-del-sela/,Permanent Secretary
Latin American Integration Association,ALADI,Treaty IGO,Trade & economy,Regional,Uruguay,1980,https://www.aladi.org,https://www.aladi.org/sitioaladi/secretaria-general/,Secretaría General
Latin American Integration Association,ALADI,Treaty IGO,Trade & economy,Regional,Uruguay,1980,https://www.aladi.org,https://www.aladi.org/organizacion-institucional/comite-de-representantes/,Committee of Representatives
Latin American Integration Association,ALADI,Treaty IGO,Trade & economy,Regional,Uruguay,1980,https://www.aladi.org,https://www.aladi.org/organizacion-institucional/,Institutional organization
Mano River Union,MRU,Treaty IGO,Trade & economy,Sub-regional,Sierra Leone,1973,https://www.mru.int,https://mru.int/en/team/,Team
Mano River Union,MRU,Treaty IGO,Trade & economy,Sub-regional,Sierra Leone,1973,https://www.mru.int,https://www.mru.int/general-secretariat/,General Secretariat
Organisation for Economic Co-operation and Development,OECD,Treaty IGO,Trade & economy,Global,France,1961,https://www.oecd.org,https://www.oecd.org/en/about/directors.html,Directors
Organisation for Economic Co-operation and Development,OECD,Treaty IGO,Trade & economy,Global,France,1961,https://www.oecd.org,https://www.oecd.org/about/secretary-general/,Secretary-General
Organisation for Economic Co-operation and Development,OECD,Treaty IGO,Trade & economy,Global,France,1961,https://www.oecd.org,https://www.oecd.org/en/about/organisational-structure.html,Organisational structure
Pacific Alliance,PA,Treaty IGO,Trade & economy,Regional,?,2011,https://alianzapacifico.net,https://alianzapacifico.net/consejo-de-ministros-de-la-alianza-del-pacifico-pakistan-e-irlanda-se-suman-como-estados-observadores-del-bloque/,Council of Ministers
Secretariat for Central American Economic Integration,SIECA,Treaty IGO,Trade & economy,Sub-regional,Guatemala,1960,https://www.sieca.int,https://www.sieca.int/acerca/directivos-titulares/,Senior officials
Secretariat for Central American Economic Integration,SIECA,Treaty IGO,Trade & economy,Sub-regional,Guatemala,1960,https://www.sieca.int,https://www.sieca.int/index.php/acerca-de-la-sieca/informacion-general/secretaria/secretaria-general/,General Secretariat
Southern African Customs Union,SACU,Treaty IGO,Trade & economy,Sub-regional,Namibia,1910,https://www.sacu.int,https://www.sacu.int/office-of-the-executive-secretary,Office of Executive Secretary
Southern African Customs Union,SACU,Treaty IGO,Trade & economy,Sub-regional,Namibia,1910,https://www.sacu.int,https://www.sacu.int/secretariat,Secretariat
Southern African Customs Union,SACU,Treaty IGO,Trade & economy,Sub-regional,Namibia,1910,https://www.sacu.int,https://www.sacu.int/about-sacu/sacu-institutions/council-of-ministers,Council of Ministers
Southern Common Market,MERCOSUR,Treaty IGO,Trade & economy,Sub-regional,Uruguay,1991,https://www.mercosur.int,https://www.mercosur.int/quienes-somos/secretaria/,Secretariat
Southern Common Market,MERCOSUR,Treaty IGO,Trade & economy,Sub-regional,Uruguay,1991,https://www.mercosur.int,https://mercosur.int/quienes-somos/secretaria/direccion,Secretariat Directorate
Southern Common Market,MERCOSUR,Treaty IGO,Trade & economy,Sub-regional,Uruguay,1991,https://www.mercosur.int,https://www.mercosur.int/quienes-somos/organigrama-mercosur/,Organizational chart
United States-Mexico-Canada Agreement,USMCA,Treaty IGO,Trade & economy,Regional,?,2020,https://can-mex-usa-sec.org,https://can-mex-usa-sec.org/secretariat/index.aspx?lang=eng,The Secretariat
World Customs Organization,WCO,Treaty IGO,Trade & economy,Global,Belgium,1952,https://www.wcoomd.org,https://www.wcoomd.org/en/about-us/what-is-the-wco/secretary-general.aspx,Secretary General
World Customs Organization,WCO,Treaty IGO,Trade & economy,Global,Belgium,1952,https://www.wcoomd.org,https://www.wcoomd.org/en/about-us/wco-structure/wco-secretariat.aspx,WCO Secretariat
World Trade Organization,WTO,Treaty IGO,Trade & economy,Global,Switzerland,1995,https://www.wto.org,https://www.wto.org/english/thewto_e/dg_e/dg_e.htm,Director-General
World Trade Organization,WTO,Treaty IGO,Trade & economy,Global,Switzerland,1995,https://www.wto.org,https://www.wto.org/english/thewto_e/dg_e/ddgs_e.htm,Deputy Directors-General
World Trade Organization,WTO,Treaty IGO,Trade & economy,Global,Switzerland,1995,https://www.wto.org,https://www.wto.org/english/thewto_e/dg_e/dg_cabinet_e.htm,Office of the DG
Arab Civil Aviation Organization,ACAO,Treaty IGO,Transport,Regional,Morocco,1996,https://acao.org.ma,https://acao.org.ma/site/en/page.php?cat=&idem=22,General Directorate
Arab Civil Aviation Organization,ACAO,Treaty IGO,Transport,Regional,Morocco,1996,https://acao.org.ma,https://acao.org.ma/site/en/page.php?idem=22&cat=3&pgi=32&tpct=0,Director General
European Organisation for the Safety of Air Navigation,EUROCONTROL,Treaty IGO,Transport,Regional,Belgium,1960,https://www.eurocontrol.int,https://www.eurocontrol.int/info/executive-body,Executive body
European Organisation for the Safety of Air Navigation,EUROCONTROL,Treaty IGO,Transport,Regional,Belgium,1960,https://www.eurocontrol.int,https://www.eurocontrol.int/info/governing-bodies,Governing bodies
Asia-Pacific Fishery Commission,APFIC,UN system body,Agriculture & food,Regional,Thailand,1948,https://www.fao.org/apfic,https://www.fao.org/apfic/about/the-commission--executive-committee--committees-and-working-parties/en,Commission & Executive Committee
Food and Agriculture Organization of the United Nations,FAO,UN system body,Agriculture & food,Global,Italy,1945,https://www.fao.org,https://www.fao.org/about/leadership/en/,Leadership / Org chart
Food and Agriculture Organization of the United Nations,FAO,UN system body,Agriculture & food,Global,Italy,1945,https://www.fao.org,https://www.fao.org/director-general/en,Director-General
International Fund for Agricultural Development,IFAD,UN system body,Agriculture & food,Global,Italy,1977,https://www.ifad.org,https://www.ifad.org/en/leadership,Leadership
International Fund for Agricultural Development,IFAD,UN system body,Agriculture & food,Global,Italy,1977,https://www.ifad.org,https://www.ifad.org/en/president,President
International Atomic Energy Agency,IAEA,UN system body,Arms control,Global,Austria,1957,https://www.iaea.org,https://www.iaea.org/about/management-team/director-general,Management team
International Atomic Energy Agency,IAEA,UN system body,Arms control,Global,Austria,1957,https://www.iaea.org,https://www.iaea.org/about/rafael-grossi,Director General
United Nations Institute for Disarmament Research,UNIDIR,UN system body,Arms control,Global,Switzerland,1980,https://unidir.org,https://unidir.org/who-we-are/people/,People / Staff
United Nations Institute for Disarmament Research,UNIDIR,UN system body,Arms control,Global,Switzerland,1980,https://unidir.org,https://unidir.org/who-we-are/about-unidir/,About / Governance
"United Nations Educational, Scientific and Cultural Organization",UNESCO,UN system body,Education & culture,Global,France,1945,https://www.unesco.org,https://www.unesco.org/en/governance,Governance
"United Nations Educational, Scientific and Cultural Organization",UNESCO,UN system body,Education & culture,Global,France,1945,https://www.unesco.org,https://www.unesco.org/en/executive-board/members,Executive Board members
"United Nations Educational, Scientific and Cultural Organization",UNESCO,UN system body,Education & culture,Global,France,1945,https://www.unesco.org,https://www.unesco.org/en/executive-board,Executive Board
United Nations Institute for Training and Research,UNITAR,UN system body,Education & culture,Global,Switzerland,1965,https://www.unitar.org,https://unitar.org/about/unitar/governance/board-trustees,Board of Trustees
United Nations Institute for Training and Research,UNITAR,UN system body,Education & culture,Global,Switzerland,1965,https://www.unitar.org,https://www.unitar.org/governance,Governance
United Nations System Staff College,UNSSC,UN system body,Education & culture,Global,Italy,2002,https://www.unssc.org,https://www.unssc.org/about/board-governors,Board of Governors
United Nations System Staff College,UNSSC,UN system body,Education & culture,Global,Italy,2002,https://www.unssc.org,https://www.unssc.org/about/who-we-are,Who we are
United Nations University,UNU,UN system body,Education & culture,Global,Japan,1973,https://unu.edu,https://unu.edu/unu-leadership,UNU Leadership
United Nations University,UNU,UN system body,Education & culture,Global,Japan,1973,https://unu.edu,https://unu.edu/about/unu-council,UNU Council
United Nations University,UNU,UN system body,Education & culture,Global,Japan,1973,https://unu.edu,https://unu.edu/about/office-rector,Office of the Rector
Intergovernmental Oceanographic Commission of UNESCO,IOC-UNESCO,UN system body,Environment,Global,France,1960,https://www.ioc.unesco.org,https://www.ioc.unesco.org/en/ioc-officers,IOC Officers
Intergovernmental Oceanographic Commission of UNESCO,IOC-UNESCO,UN system body,Environment,Global,France,1960,https://www.ioc.unesco.org,https://www.ioc.unesco.org/en/secretariat,Secretariat
Intergovernmental Panel on Climate Change,IPCC,UN system body,Environment,Global,Switzerland,1988,https://www.ipcc.ch,https://www.ipcc.ch/about/structure/,Structure / Bureau
Intergovernmental Panel on Climate Change,IPCC,UN system body,Environment,Global,Switzerland,1988,https://www.ipcc.ch,https://www.ipcc.ch/secretariat/,Secretariat
Secretariat of the Convention on Biological Diversity,CBD,UN system body,Environment,Global,Canada,1992,https://www.cbd.int,https://www.cbd.int/secretariat/executive-secretary,Executive Secretary
Secretariat of the Convention on Biological Diversity,CBD,UN system body,Environment,Global,Canada,1992,https://www.cbd.int,https://www.cbd.int/secretariat,Secretariat
Secretariat of the United Nations Convention to Combat Desertification,UNCCD,UN system body,Environment,Global,Germany,1994,https://www.unccd.int,https://www.unccd.int/convention/who-is-who,Who is who
Secretariat of the United Nations Convention to Combat Desertification,UNCCD,UN system body,Environment,Global,Germany,1994,https://www.unccd.int,https://www.unccd.int/convention/secretariat,Secretariat
Secretariat of the United Nations Framework Convention on Climate Change,UNFCCC,UN system body,Environment,Global,Germany,1992,https://unfccc.int,https://unfccc.int/about-us/about-the-secretariat/divisions-and-senior-staff,Divisions and senior staff
Secretariat of the United Nations Framework Convention on Climate Change,UNFCCC,UN system body,Environment,Global,Germany,1992,https://unfccc.int,https://unfccc.int/about-us/the-executive-secretary,Executive Secretary
United Nations Environment Programme,UNEP,UN system body,Environment,Global,Kenya,1972,https://www.unep.org,https://www.unep.org/people/leadership,Senior Management Team
United Nations Environment Programme,UNEP,UN system body,Environment,Global,Kenya,1972,https://www.unep.org,https://www.unep.org/about-un-environment/why-does-un-environment-programme-matter/structure-and-leadership,Structure and leadership
World Meteorological Organization,WMO,UN system body,Environment,Global,Switzerland,1950,https://wmo.int,https://wmo.int/about-wmo/governance,Governance
World Meteorological Organization,WMO,UN system body,Environment,Global,Switzerland,1950,https://wmo.int,https://wmo.int/about-wmo/secretariat,Secretariat
World Meteorological Organization,WMO,UN system body,Environment,Global,Switzerland,1950,https://wmo.int,https://public.wmo.int/about-wmo/governance/executive-council,Executive Council
International Monetary Fund,IMF,UN system body,Finance & development,Global,United States,1944,https://www.imf.org,https://www.imf.org/en/about/senior-officials,Senior Officials
International Monetary Fund,IMF,UN system body,Finance & development,Global,United States,1944,https://www.imf.org,https://www.imf.org/en/about/executive-board/eds-voting-power,Executive Directors
United Nations Capital Development Fund,UNCDF,UN system body,Finance & development,Global,United States,1966,https://www.uncdf.org,https://www.uncdf.org/our-team,Our team
